1,0.0330067,1982.62999999999,0,False,Started RandomFastSolver
2,0.9393065,323.315931707086,6747339369.7,False,Ended RandomFastSolver
3,0.9393065,323.315931707086,6747339369.7,False,Started LocalSearch
4,0.9988505,323.304124495461,6747339369.7,False,Insert
5,1.0798272,322.267604192624,6747339369.7,False,Insert
6,1.1707257,320.971015750593,6747339369.7,False,Insert
7,1.2383806,320.971015750593,6747339369.7,False,Insert
8,1.3021342,320.000240121783,6747339369.7,False,Insert
9,1.3593787,319.997207958356,6747339369.7,False,Insert
10,1.4365551,319.840376928481,6747339369.7,False,Insert
11,1.4925668,319.800229806744,6747339369.7,False,Insert
12,1.5660061,319.189118695633,6747339369.7,False,Insert
13,1.6380443,318.693240614341,6740598445.7,False,Swap
14,1.6940633,318.67837479769,6740598448.7,False,Insert
15,1.7607322,318.677701397017,6740598448.7,False,Insert
16,1.8462166,318.642060371376,6740598448.7,False,Insert
17,1.9346562,318.547667610832,6740598449.7,False,Insert
18,1.9980494,318.440048436344,6740598449.7,False,Insert
19,2.0518379,318.273381769677,6740598449.7,False,Insert
20,2.1120985,317.183842240238,6740598449.7,False,Insert
21,2.1769991,316.173842240238,6740598449.7,False,Insert
22,2.2503984,315.701555006363,6740598449.7,False,Swap
23,2.2874071,315.681977803904,6740598452.7,False,Swap
24,2.3629894,315.200007363116,6731482313.7,False,Delete
25,2.4110631,314.164509445694,6731482313.7,False,Insert
26,2.4686312,312.717426112361,6731482313.7,False,Insert
27,2.5120536,311.253299526833,6731482313.7,False,Insert
28,2.5972364,311.057398884807,6731482313.7,False,Insert
29,2.6396789,310.818970697271,6731482313.7,False,Insert
30,2.7030146,310.718970697271,6731482322.7,False,Insert
31,2.7510252,309.708970697271,6731482322.7,False,Insert
32,2.7982982,308.70799027051,6731482322.7,False,Swap
33,2.8462915,308.460820730773,6731482322.7,False,Swap
34,2.9013041,307.450820730774,6731484162.7,False,Insert
35,2.9833241,307.078281095772,6731484162.7,False,Swap
36,3.0723489,306.068281095772,6731484162.7,False,Insert
37,3.1384851,306.064781642872,6731484162.7,False,Insert
38,3.2225048,305.673988495312,6732055648.7,False,Insert
39,3.3215263,305.643785641881,6732055650.7,False,Insert
40,3.4325508,304.627276486115,6732055650.7,False,Insert
41,3.5136278,303.617276486115,6732055650.7,False,Insert
42,3.589702,302.607276486115,6732055650.7,False,Insert
43,3.6637199,302.417347738759,6732055653.7,False,Insert
44,3.7485852,301.947370588973,6732055653.7,False,Insert
45,3.8136007,301.873194606974,6732055653.7,False,Insert
46,3.9258714,301.825765408244,6732055653.7,False,Swap
47,4.013891,301.504143912175,6732055653.7,False,Insert
48,4.0799047,300.486711832885,6732055653.7,False,Insert
49,4.1679245,300.153378499552,6732058693.7,False,Insert
50,4.2349406,299.153308020408,6732058693.7,False,Insert
51,4.3169595,299.09470683483,6732058693.7,False,Insert
52,4.3729724,298.995923711797,6727461655.7,False,Swap
53,4.4651993,298.753273059119,6727461655.7,False,Insert
54,4.5282128,298.751275115718,6727461655.7,False,Insert
55,4.6012327,298.718294188829,6727461655.7,False,Insert
56,4.6852502,297.282929919074,6727461655.7,False,Insert
57,4.7471001,296.85400896021,6727461663.7,False,Insert
58,4.8151133,296.469191921513,6727461663.7,False,Swap
59,4.9011337,296.029631481953,6727461663.7,False,Insert
60,4.9561459,295.912714858844,6727461663.7,False,Insert
61,5.0081578,293.886604644547,6727461663.7,False,Insert
62,5.0786219,292.801548616478,6727461672.7,False,Insert
63,5.1494195,292.617889414896,6727461672.7,False,Insert
64,5.2054317,292.488640593965,6727461672.7,False,Insert
65,5.296453,292.209593714918,6727461672.7,False,Delete
66,5.3474643,292.185904713662,6727461672.7,False,Insert
67,5.3964742,290.639062214597,6727461681.7,False,Insert
68,5.4564889,290.12418187234,6727461681.7,False,Insert
69,5.5115011,290.002987591474,6726822921.7,False,Swap
70,5.5665137,289.403450598208,6726822921.7,False,Insert
71,5.6195256,289.38914299258,6727498007.7,False,Insert
72,5.665537,289.237523114878,6727498007.7,False,Insert
